ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-00003084,Ave Maria Kindergarten,PR-00001515,Centre,35 Fawkner Street,ABERFELDIE,3040,03 9337 7286,03 9331 4744,ave.maria.kin@kindergarten.vic.gov.au,60.0,Exceeding,-37.7569297,144.8965269,Ave Maria Kindergarten Inc,Vic,Australia
SE-00003091,St Aidans Preschool,PR-00002186,Centre,5 James Street,STRATHMORE,3041,0393794879,,st.aidans.kin@kindergarten.vic.gov.au,28.0,Meeting,-37.7389039,144.9179877,Brimbank Preschool Association Inc,Vic,Australia
SE-00003088,Strathmore Community Kindergarten,PR-00001683,Centre,Loeman Street,STRATHMORE,3041,03 9379 8642,,kindergarten@mvcc.vic.gov.au,30.0,Meeting,-37.7353753,144.9261196,Moonee Valley City Council,Vic,Australia
SE-00003089,Strathmore Heights Kindergarten,PR-00001683,Centre,148 Mascoma Street,STRATHMORE,3041,03 9338 3669,03 9338 3669,kindergarten@mvcc.vic.gov.au,30.0,Exceeding,-37.7191978,144.9076876,Moonee Valley City Council,Vic,Australia
SE-00003095,Strathmore Childrens Centre,PR-00001683,Centre,Loeman Street,STRATHMORE,3041,03 9243 1200,,scc@mvcc.vic.gov.au,81.0,Exceeding,-37.7353753,144.9261196,Moonee Valley City Council,Vic,Australia
SE-00005058,Strathmore North Primary School Outside School Hours Care,PR-00001946,Centre,Mascoma Street,STRATHMORE,3041,03 9374 3725,03 8371 0550,strathmorenorthoshc@ymca.org.au,45.0,Meeting,-37.719171,144.9064155,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005062,Strathmore Primary School Outside School Hours Care,PR-00001946,Centre,Lloyd Street,STRATHMORE,3041,03 9379 4347,03 8371 0550,strathmoreoshc@ymca.org.au,75.0,Not,-37.7353677,144.9143691,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005345,St Vincent de Paul Primary OSHC,PR-00001946,Centre,Woodland Street,STRATHMORE,3041,8371 0500,8371 0550,svdposhc@ymca.org.au,80.0,Meeting,-37.7426491,144.9205252,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00003123,Hyde Street Kindergarten,PR-00002186,Centre,10A Hyde Street,SEDDON,3011,03 9687 3894,03 9687 3750,hyde.st.kin@kindergarten.vic.gov.au,29.0,Meeting,-37.8062976,144.9004542,Brimbank Preschool Association Inc,Vic,Australia
SE-00003760,Albion Kindergarten,PR-00002186,Centre,33 Derrimut Street,ALBION,3020,03 9311 3375,03 9311 3393,albion.kin@kindergarten.vic.gov.au,28.0,Exceeding,-37.778377,144.820401,Brimbank Preschool Association Inc,Vic,Australia
SE-00003783,Anderson Road Child Care Centre,PR-00001760,Centre,145 Anderson Road,ALBION,3020,03 9312 6407,03 9312 0795,trabren@outlook.com,95.0,Not,-37.7828989,144.8275187,Trabren Pty Ltd,Vic,Australia
SE-40005759,St Theresas OSHClub,PR-40004402,Centre,16 Drummartin St,ALBION,3020,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,30.0,Meeting,-37.7824649,144.8202951,OSHCLUB PTY LTD,Vic,Australia
SE-00003761,Phoenix Street Childrens Centre,PR-00002186,Centre,80 Phoenix Street,SUNSHINE NORTH,3020,03 9310 2929,03 9310 2804,phoenix.st.cc@kindergarten.vic.gov.au,55.0,Meeting,-37.7760087,144.8385301,Brimbank Preschool Association Inc,Vic,Australia
SE-00003768,Dorothy Carlton Preschool,PR-00002186,Centre,47 Furlong Road,SUNSHINE NORTH,3020,03 9311 7613,03 9364 7291,dorothy.carlton.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.762322,144.826034,Brimbank Preschool Association Inc,Vic,Australia
SE-40000041,Camp Australia - St Bernadettes Primary School OSHC,PR-00002539,Centre,2 Willey St,SUNSHINE NORTH,3020,1300105343,,opsadmin@campaustralia.com.au,50.0,Meeting,-37.771447,144.8352195,Camp Australia Pty Limited,Vic,Australia
SE-40003219,Camp Australia - Albion North Primary School OSHC,PR-00002539,Centre,"Albion North Primary School, 67-73 Furlong Rd",SUNSHINE NORTH,3020,1300105343,,opsadmin@campaustralia.com.au,34.0,Meeting,-37.7623644,144.8232844,Camp Australia Pty Limited,Vic,Australia
SE-40000827,MELBOURNE FAMILY DAY CARE,PR-40000668,Family,U 2  30 Ford Ave,SUNSHINE NORTH,3020,0404505160,,melbournefdc@gmail.com,,Not,-37.759192,144.829022,MELBOURNE FAMILY DAY CARE PTY LTD,Vic,Australia
SE-40001295,Caring and Sharing Family Day Care Services,PR-40000619,Family,20 Lincoln St,SUNSHINE NORTH,3020,0415976795,,caringandsharingfdcs@yahoo.com,,Not,-37.773984,144.84445,Mrs Neima Omer,Vic,Australia
SE-40006834,Kutie Kids Family Day Care,PR-40005118,Family,45 Winged Foot Dr,SUNSHINE NORTH,3020,,,kutiekids@gmail.com,,NA,-37.7671211,144.8454262,,Vic,Australia
SE-00003771,North Maidstone Kindergarten,PR-00002186,Centre,145 Mitchell Street,MAIDSTONE,3012,03 9317 9987,03 9317 0829,north.maidstone.kin@kindergarten.vic.gov.au,29.0,Exceeding,-37.7821594,144.8732458,Brimbank Preschool Association Inc,Vic,Australia
SE-00006029,Dobson Kindergarten,PR-00002186,Centre,23-25 Burns Street,MAIDSTONE,3012,0381996336,0393174851,dobson.kin@kindergarten.vic.gov.au,99.0,Exceeding,-37.7870337,144.8736851,Brimbank Preschool Association Inc,Vic,Australia
SE-00003784,Little VIPs,PR-00002097,Centre,38 Burns Street,MAIDSTONE,3012,03 9317 7970,03 9318 6807,tania@littlevips.xsmail.com,60.0,Meeting,-37.7868732,144.8742811,Benefit Court Pty Ltd,Vic,Australia
SE-00004436,Explorers Early Learning - Maidstone,PR-00002312,Centre,44 - 56 Hampstead Road,MAIDSTONE,3012,0393170411,0393170411,maidstone@eel.com.au,160.0,Meeting,-37.7787094,144.8763725,SLK TRADING MAIDSTONE PTY LTD,Vic,Australia
SE-00003779,Kellie OConnell Kindergarten,PR-00002186,Centre,125 Ridgeway Parade,ARDEER,3022,03 9363 7774,03 8358 5671,ardeer.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.7832986,144.8012214,Brimbank Preschool Association Inc,Vic,Australia
SE-00005009,Ardeer Primary School,PR-00002662,Centre,84 - 114 Suspension Street,ARDEER,3022,03 9363 1194,03 9363 7793,ardeer.ps@edumail.vic.gov.au,25.0,Not,-37.7815382,144.8000363,Ardeer Primary School,Vic,Australia
SE-40001271,Multiple Colours Family Day Care,PR-40001076,Family,723 Ballarat Rd,ARDEER,3022,0383857243,0393527344,multiplecoloursfdc@gmail.com,,Not,-37.7723506,144.7999379,HAMA GLOBAL PTY. LTD.,Vic,Australia
SE-00004378,Taylors Hill Kindergarten,PR-00002186,Centre,58-60 Jacaranda Drive,TAYLORS HILL,3037,03 9307 8722,03 9307 8702,taylors.hill.kin@kindergarten.vic.gov.au,66.0,Meeting,-37.7230684,144.7527415,Brimbank Preschool Association Inc,Vic,Australia
SE-00006019,Gilson College OSHC Program,PR-00002302,Centre,450 Taylors Road,TAYLORS HILL,3037,0393659341,0393659366,oshc@gilson.vic.edu.au,60.0,Not,-37.725109,144.762704,Seventh Day Adventist Schools (Victoria) Limited,Vic,Australia
SE-00004580,YMCA Taylors Hill Early Learning Centre & YMCA Taylors Hill Outside School Hours Care,PR-00001946,Centre,Cnr Loddon Drive & Park Lane,TAYLORS HILL,3037,03 9307 5000,03 9403 5100,lisa.sammut@ymca.org.au,128.0,Exceeding,-37.7169379,144.7593117,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00004764,Goodstart Early Learning Taylors Hill,PR-00001129,Centre,21 Woollahra Parade,TAYLORS HILL,3037,03 9449 7177,03 3906 3266,tah@goodstart.org.au,75.0,Meeting,-37.712715,144.7406458,Goodstart Early Learning Ltd,Vic,Australia
SE-00003097,North Essendon Kindergarten,PR-00001683,Centre,51-53 Kerferd Street,ESSENDON NORTH,3041,03 9379 6802,,kindergarten@mvcc.vic.gov.au,28.0,Exceeding,-37.739217,144.903367,Moonee Valley City Council,Vic,Australia
SE-00005944,Camp Australia - Essendon North Primary School OSHC,PR-00002539,Centre,112 Keilor Road,ESSENDON NORTH,3041,1300 105 343,03 8080 5982,oshc@campaustralia.com.au,125.0,Not,-37.741417,144.902919,Camp Australia Pty Limited,Vic,Australia
SE-00003237,Airport West Kindergarten,PR-00001683,Centre,97 McNamara Avenue,AIRPORT WEST,3042,03 9338 1516,03 9338 1516,kindergarten@mvcc.vic.gov.au,30.0,Exceeding,-37.7234481,144.8814279,Moonee Valley City Council,Vic,Australia
SE-00003258,Airport West Early Learning Co-operative,PR-00001303,Centre,4 Clydesdale Road,AIRPORT WEST,3042,0393742202,0393742202,info@awelc.com.au,48.0,Meeting,-37.728264,144.880429,Airport West Child Care Centre Co-operative Ltd,Vic,Australia
SE-00004218,Bimbi Day Care,PR-00002274,Centre,63 - 69 McNamara Ave,AIRPORT WEST,3042,0393104700,,airportwest@bimbidaycare.com.au,51.0,Meeting,-37.7249853,144.881187,Mondo Corporation Pty Ltd,Vic,Australia
SE-00005007,St Christophers OSHC Program,PR-00002661,Centre,34 Roberts Road,AIRPORT WEST,3042,,,stchristophers@world4kids.net,90.0,Meeting,-37.7257708,144.8798695,World 4 Kids Pty Ltd ATF World 4 Kids Trust,Vic,Australia
SE-00003241,Keilor East Kindergarten,PR-00001683,Centre,31 Mark Street,KEILOR EAST,3033,03 9336 2958,,kindergarten@mvcc.vic.gov.au,30.0,Exceeding,-37.7350916,144.8682202,Moonee Valley City Council,Vic,Australia
SE-00003246,Lincolnville Preschool,PR-00001683,Centre,Devon Avenue,KEILOR EAST,3033,03 9337 2106,,kindergarten@mvcc.vic.gov.au,30.0,Exceeding,-37.7493727,144.8735523,Moonee Valley City Council,Vic,Australia
SE-00003248,Milleara Gardens Kindergarten,PR-00001683,Centre,78 Park Drive,KEILOR EAST,3033,03 9337 6514,03 9337 6514,kindergarten@mvcc.vic.gov.au,30.0,Exceeding,-37.7462716,144.8546682,Moonee Valley City Council,Vic,Australia
SE-00004804,Milleara Integrated Learning & Development Centre for Children,PR-00001683,Centre,1-5 Keilor Park Drive,KEILOR EAST,3033,0392891500,0392891599,childcare@mvcc.vic.gov.au,119.0,Meeting,-37.7400706,144.8622738,Moonee Valley City Council,Vic,Australia
SE-00005109,St Peters East Keilor OSHClub,PR-40004402,Centre,2A Parkside Avenue,KEILOR EAST,3033,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,53.0,Meeting,-37.7444044,144.8595694,OSHCLUB PTY LTD,Vic,Australia
SE-00005029,Big Childcare - Keilor Heights Primary School OSHC,PR-40004334,Centre,Ronald Grove,KEILOR EAST,3033,0386829400,,keilorheights@bigchildcare.com,60.0,Exceeding,-37.737755,144.8677405,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-40009376,Keilor Heights Early Learning Centre,PR-40009395,Centre,41 - 43 Henry Street,KEILOR EAST,3033,,,sandi@elm.net.au,44.0,NA,-37.7369785,144.8651772,KEILOR HEIGHTS EARLY LEARNING CENTRE PTY LTD,Vic,Australia
SE-40001699,Avondale Heights Early Years Centre,PR-00001683,Centre,2a Clarendon St,AVONDALE HEIGHTS,3034,03 9243 1622,0393178885,kindergarten@mvcc.vic.gov.au,56.0,Exceeding,-37.7654674,144.8587058,Moonee Valley City Council,Vic,Australia
SE-40011664,Rhonda Davis Kindergarten,PR-00001683,Centre,54 Lake St,AVONDALE HEIGHTS,3034,,,kindergarten@mvcc.vic.gov.au,33.0,NA,-37.754993,144.858094,Moonee Valley City Council,Vic,Australia
SE-00004370,Military Road Early Learning & Kinder,PR-40000153,Centre,171 Military Road,AVONDALE HEIGHTS,3034,9337 2117,,director@militaryroadelc.com.au,90.0,Not,-37.75896,144.860394,Think Childcare Services Pty Ltd,Vic,Australia
SE-00004886,Avondale Heights Childcare and Early Learning Centre,PR-00006771,Centre,63 - 67 Canning Street,AVONDALE HEIGHTS,3034,03 9317 0688,03 9317 8816,director@avondaleheightselc.com.au,120.0,Meeting,-37.770962,144.86645,Belotte Pty Ltd ATF Williams Family Trust,Vic,Australia
SE-00005580,Community OSHC Services St Martin de Porres,PR-00006496,Centre,158 Military Road,AVONDALE HEIGHTS,3034,,,sonya@kellysports.com.au,50.0,Meeting,-37.759005,144.860964,S & S Coleman Pty Ltd atf S and S Family Trust,Vic,Australia
SE-00003083,Ascot Vale Progress Kindergarten,PR-00001322,Centre,11 Brown Avenue,ASCOT VALE WEST,3032,0393753409,0393700342,progress.ascotvale@kindergarten.vic.gov.au,28.0,Exceeding,-37.7807619,144.9047247,Ascot Vale Progress Kindergarten Association Inc,Vic,Australia
SE-00003098,Hotham Hub Childrens Centre,PR-00001662,Centre,113 Melrose Street,NORTH MELBOURNE,3051,0393268655,0393296657,hhcc@melbourne.vic.gov.au,78.0,Exceeding,-37.7929296,144.9418912,Melbourne City Council,Vic,Australia
SE-00003391,Lady Huntingfield Childrens Centre,PR-00001662,Centre,87-93 Haines Street,NORTH MELBOURNE,3051,03 9328 2083,0393296716,lhcc@melbourne.vic.gov.au,59.0,Exceeding,-37.79853,144.945121,Melbourne City Council,Vic,Australia
SE-00003403,North Melbourne Childrens Centre,PR-00001662,Centre,28 Howard Street,NORTH MELBOURNE,3051,0393281592,0393291935,nmcc@melbourne.vic.gov.au,49.0,Exceeding,-37.8044999,144.9541319,Melbourne City Council,Vic,Australia
SE-40006990,Goodstart Early Learning North Melbourne,PR-00001129,Centre,"Level 2, 243-251 Flemington Road",NORTH MELBOURNE,3051,9329 4555,,nhf@goodstart.org.au,102.0,NA,-37.7935438,144.9467321,Goodstart Early Learning Ltd,Vic,Australia
SE-00005819,Youth Leadership Victoria St Michaels,PR-00002783,Centre,8 Brougham Street,NORTH MELBOURNE,3051,0412958601,,rita@ylv.com.au,35.0,Not,-37.7936296,144.9462441,Youth Leadership Victoria Inc,Vic,Australia
SE-00005213,Errol Street North Melbourne Primary Outside School Hours Care,PR-00002704,Centre,210 Errol Street,NORTH MELBOURNE,3051,03 9329 5529,03 9329 9614,ohsc@netspace.net.au,195.0,Exceeding,-37.7985311,144.9513753,Errol Street North Melbourne Primary School,Vic,Australia
SE-00006083,St Catherines Early Education Centre,PR-00003063,Centre,35-37 Canning Street,NORTH MELBOURNE,3051,0393283040,,info@sceec.com.au,73.0,Exceeding,-37.7962775,144.9440924,Trustees of Ukrainian Catholic Church In Aust. Eparchy of St Peter & Paul Melb,Vic,Australia
SE-00006086,Husna Family Day Care Pty Ltd,PR-00003065,Family,90a Melrose Street,NORTH MELBOURNE,3051,0393290560,,admin@husnafdc.com.au,,Not,-37.7919526,144.9425885,Husna Family Day Care Pty Ltd,Vic,Australia
SE-00013722,Friendly Family Day Care Pty Ltd,PR-00007869,Family,13/33 Alfred Street,NORTH MELBOURNE,3051,,,friendly.fdc1@yahoo.com,,Exceeding,-37.7916618,144.9405573,Friendly Family Day Care Pty Ltd,Vic,Australia
SE-40000771,Loving & Caring  Family Day Care,PR-40000628,Family,U 18  33 Alfred St,NORTH MELBOURNE,3051,93268096,,rukiawashington@hotmail.com,,NA,-37.7916618,144.9405573,Ms Rukia Khalif Muse,Vic,Australia
SE-40000852,DESTINY FAMILY DAY CARE SERVICES,PR-40000750,Family,U 2  340 Abbotsford St,NORTH MELBOURNE,3051,0422973066,,destinyfamilydaycare@gmail.com,,NA,-37.798707,144.946478,DESTINY FAMILY DAY CARE SERVICES PTY LTD,Vic,Australia
SE-40002072,Young Minds Family Day Care,PR-40001826,Family,U 4  65 Molesworth St,NORTH MELBOURNE,3051,9329 7706,,mariam-ali88@hotmail.com,,NA,-37.7970212,144.946831,Young Minds Family Day Care Pty Ltd,Vic,Australia
SE-00003102,Sunrise Kindergarten and Long Day Care Centre,PR-00001309,Centre,199 Clauscen Street,FITZROY NORTH,3068,03 9481 5324,03 9481 5324,sunrise.preschool@gmail.com,22.0,Exceeding,-37.7778881,144.9860326,Ananda Marga Pracaraka Samgha Ltd,Vic,Australia
SE-00003103,Isabel Henderson Kindergarten,PR-00001585,Centre,259 Rae Street,FITZROY NORTH,3068,0394816152,,ihk@kindergarten.vic.gov.au,55.0,Exceeding,-37.7861735,144.9793836,Isabel Henderson Kindergarten Inc,Vic,Australia
SE-00003105,Clifton Child Care Co-op,PR-00001429,Centre,121 Rushall Crescent,FITZROY NORTH,3068,0394892453,0394892133,contact@cliftoncoop.org,27.0,Meeting,-37.782271,144.990478,Clifton Child Care Co-operative Limited,Vic,Australia
SE-00003108,North Fitzroy Child Care Co-operative,PR-00001713,Centre,173 Clauscen Street,FITZROY NORTH,3068,03 9481 1148,03 9481 1148,director@northfitzroycoop.org.au,27.0,Exceeding,-37.777808,144.98508,North Fitzroy Child Care Co-operative Limited,Vic,Australia
SE-00003110,Kids on Queens Parade Childcare Centre,PR-00002045,Centre,476 Queens Parade,FITZROY NORTH,3068,0394893405,,kidsonqueens@gmail.com,60.0,Exceeding,-37.7856634,144.9940799,John William Fenn; Rhonda Joan Fenn,Vic,Australia
SE-00005443,Merri Creek Primary School Out of School Hours Care,PR-00002785,Centre,Miller Street,FITZROY NORTH,3068,03 9481 6091,03 9482 5334,mason.benjamin.p@edumail.vic.gov.au,160.0,Exceeding,-37.7767131,144.9829285,Merri Creek Primary School,Vic,Australia
SE-00005683,North Fitzroy Primary School OSHC,PR-00002882,Centre,Fergie Street,FITZROY NORTH,3068,03 9482 4273,03 9482 4778,fitzroynthoshs@hotmail.com,220.0,Exceeding,-37.7839152,144.9845867,North Fitzroy Primary School Council,Vic,Australia
SE-40002694,FROEBEL Fitzroy North,PR-00004595,Centre,138 Barkly St,FITZROY NORTH,3068,0394812527,,fitzroy-north@froebel.com.au,69.0,Exceeding,-37.7787525,144.9831267,Froebel Australia Limited,Vic,Australia
SE-00003114,Dromana Preschool,PR-00001483,Centre,65 Pier Street,DROMANA,3936,03 5987 2334,03 5987 2433,dromana.kin@kindergarten.vic.gov.au,25.0,Meeting,-38.3359735,144.9702332,Dromana Preschool Inc,Vic,Australia
SE-00003991,Dromana Early Learning Centre and Kindergarten,PR-00001994,Centre,10 Nepean Highway,DROMANA,3936,0359870722,0359870722,dromcc@pac.com.au,90.0,Exceeding,-38.3286939,144.9746687,Kangerong Pty Ltd,Vic,Australia
SE-00005307,Camp Australia - Dromana Primary School OSHC,PR-00002539,Centre,McCulloch Street,DROMANA,3936,1300105343,,opsadmin@campaustralia.com.au,50.0,Meeting,-38.33793,144.9607552,Camp Australia Pty Limited,Vic,Australia
SE-00003116,Rye Preschool,PR-00001789,Centre,25 Nelson Street,RYE,3941,0359852193,0359852193,rye.kin@kindergarten.vic.gov.au,29.0,Exceeding,-38.3713241,144.8207462,Rye Preschool Inc,Vic,Australia
SE-00005146,Camp Australia - Rye Primary School OSHC,PR-00002539,Centre,Lyons Street,RYE,3941,1300105343,,oshc@campaustralia.com.au,75.0,Meeting,-38.3746782,144.8239517,Camp Australia Pty Limited,Vic,Australia
SE-00003117,Sorrento Preschool,PR-00001808,Centre,20 Darling Road,SORRENTO,3943,0359841048,,sorrento.kin@kindergarten.vic.gov.au,50.0,Meeting,-38.3413,144.739334,Sorrento Preschool Inc,Vic,Australia
SE-00003118,Tootgarook Preschool,PR-00001877,Centre,24 Barry Street,TOOTGAROOK,3941,03 5985 3314,03 5985 3314,tootgarook.kin@kindergarten.vic.gov.au,38.0,Meeting,-38.370495,144.858516,Tootgarook Preschool Inc,Vic,Australia
SE-00003122,Lyndel Child Care Centre,PR-00002220,Centre,12 Darvall Street,TOOTGAROOK,3941,03 5985 2386,03 5985 1922,lyndelcc@bigpond.com,79.0,Meeting,-38.37141,144.857006,Kerryanne Pty Ltd as trustee for the K & A Investment Trust,Vic,Australia
SE-40005372,Camp Australia - Tootgarook Primary School OSHC,PR-00002539,Centre,"Tootgarook Primary School, Carmichael St",TOOTGAROOK,3941,1300130343,,oshc@campaustralia.com.au,40.0,Meeting,-38.3694999,144.8576841,Camp Australia Pty Limited,Vic,Australia
SE-00004826,Capel Sounds Educational Child Care Centre,PR-00002590,Centre,1 Darvall Street,TOOTGAROOK,3941,0359856410,0359856412,admin.capelsounds@bigpond.com,88.0,Exceeding,-38.371004,144.857442,WTM Holdings PTY LTD,Vic,Australia
SE-00003119,Flinders Preschool,PR-00001522,Centre,62 Bass Street,FLINDERS,3929,03 5989 0622,,flinders.kin@kindergarten.vic.gov.au,23.0,Exceeding,-38.4744211,145.0148495,Flinders Preschool Inc,Vic,Australia
SE-00003120,Red Hill Memorial Preschool,PR-00001766,Centre,210 Arthurs Seat Road,RED HILL,3937,03 5989 2225,03 5989 2225,red.hill.memorial.kin@kindergarten.vic.gov.au,25.0,Exceeding,-38.3692569,145.0104451,Red Hill & District Memorial Preschool Inc,Vic,Australia
SE-00005306,Camp Australia - Red Hill Consolidated School OSHC,PR-00002539,Centre,Mornington-Flinders Road,RED HILL,3937,1300105343,,opsadmin@campaustralia.com.au,48.0,Meeting,-38.378246,144.9925252,Camp Australia Pty Limited,Vic,Australia
SE-40002727,Monterosso Early Learning,PR-40002188,Centre,1006 Mornington-Flinders Rd,RED HILL,3937,0359893158,,monterossoel@hotmail.com,32.0,Meeting,-38.3662178,144.9946732,WILLIAM COADY PTY LTD,Vic,Australia
SE-00003121,Waterfall Gully Preschool,PR-00001902,Centre,325 Bayview Rd,ROSEBUD,3939,03 5986 1788,03 5982 3765,waterfall.gully.kin@kindergarten.vic.gov.au,65.0,Exceeding,-38.368627,144.9140189,Waterfall Gully Preschool Inc,Vic,Australia
SE-00004862,Penguin Childcare Rosebud,PR-40001489,Centre,127-129 Boneo Road,ROSEBUD,3939,0359868822,,rosebud@penguinchildcare.com.au,63.0,Meeting,-38.373101,144.889567,OORAMA OPERATIONS PTY LIMITED,Vic,Australia
SE-00004298,Peninsula Sands Preschool,PR-00001424,Centre,36 Duells Road,ROSEBUD,3939,03 5986 7840,03 5986 7852,peninsulasandsps@bigpond.com,30.0,Exceeding,-38.3857028,144.9257844,Chrissy's Kindergarten & Early Learning Centre Pty Ltd,Vic,Australia
SE-00006101,Camp Australia - Our Lady of Fatima OSHC,PR-00002539,Centre,8 Hinton St,ROSEBUD,3939,1300105343,,oshc@campaustralia.com.au,35.0,Meeting,-38.369611,144.8973751,Camp Australia Pty Limited,Vic,Australia
SE-00004606,Goodstart Early Learning Rosebud - Boneo Road,PR-00001129,Centre,Corner Boneo Road & Henry Wilson Drive,ROSEBUD,3939,03 5986 7488,03 5986 7844,rcc2@goodstart.org.au,45.0,Meeting,-38.3601634,144.8894488,Goodstart Early Learning Ltd,Vic,Australia
SE-00004608,Goodstart Early Learning Rosebud - Eastbourne Road,PR-00001129,Centre,166-170 Eastbourne Road,ROSEBUD,3939,03 5986 1794,03 5986 6411,ros@goodstart.org.au,81.0,Meeting,-38.3677453,144.9072361,Goodstart Early Learning Ltd,Vic,Australia
